,address_1_a,address_1_b,address_2_a,address_2_b,age_a,age_b,date_of_birth_a,date_of_birth_b,first_name_a,first_name_b,last_name_a,last_name_b,phone_number_a,phone_number_b,soc_sec_id_a,soc_sec_id_b,state_a,state_b,street_number_a,street_number_b,town_a,town_b,zipcode_a,zipcode_b
798,croton street,croton street,homesite 3,homesite 3,,,19970209,19970209,bella,bell,longman,longman,07 59664407,07 58665407,9733248,9733248,vic,vic,3,3,woolooma,woolooma,6102,6120
799,sloane place,sloane place,,,9.0,9.0,19501222,19501222,sara,sarja,belperio,belperio,03 73894910,03 73894910,5056389,5056389,sa,sa,49,49,moresby,mresby,2020,2202
800,ulm place,ulm plce,wahronga-lea,wahronga-lea,20.0,20.0,19930104,19931904,isabella,isabella,richmond,richmond,03 67160273,03 67160273,6043491,6043491,qld,qld,88,8,bonnyrigg,bonnyrigg,3016,3016
801,henslowe place,henslowe place,,,,,19891202,19891202,jye,jye,clisby,clisby,03 98198196,03 98198196,3237510,3237510,vic,vic,26,26,nairne,nane,2650,2650
802,bougainville street,bougainville street,parsonville,parsonville,31.0,26.0,19980613,19984613,keegan,keegan,lebrique,lebrique,07 93794627,07 93794627,9457048,9457048,nsw,nsq,8,9,blair athol,blair athol,3249,3249
803,wadham place,wadham place,hawkins masonic vlge,,12.0,12.0,19040726,19040726,daniel,,nguyen,nguyen,08 72154331,,8845880,8848580,nsw,nsw,15,15,port lincoln,port lincoln,3199,3199
804,frome street,frome street,,,31.0,31.0,19941211,19941211,isabella,isablla,clarke,clarke,,,4108546,4108546,qld,qld,4,3,como,como,4051,4051
805,arnhem place,arnhem slace,,,27.0,27.0,19280903,19280093,oliver,oliver,blunden,blunden,04 93993267,04 93993267,3744428,1087380,sa,sa,,,st james,st james,3377,3377
806,casuarina street,casuarina street,westport,westport,,,19310303,19150303,matilda,matilda,senti,senfi,07 12158213,07 12158213,2170928,2170928,qld,qld,24,2,mullewa,mullewa,5011,5011
807,federal highway,federal highway,,,12.0,12.0,19460718,19460718,isabella,isabella,fogliano,fogliano,08 30807062,08 30807062,4992052,4996052,wa,s,3,6,muchea,muchea,3040,3040
808,fink crescent,fink crescent,,,,,19260526,19260526,charlotte,charlotte,presutti,preshutti,03 35443034,03 35443034,2498109,2499106,nsw,nsw,252,252,yarraville,yarraville,2431,2437
809,booth crescent,booth crescent,,,35.0,35.0,19060113,19060113,mathilde,mathilde,goode,goodd,04 62801016,08 98442328,5546496,5546496,wa,w,2,2,belmont north,belmont north,3044,3044
810,whiteman street,whiteman street,,,38.0,38.0,19700808,19700808,ella,ells,khom,khm,02 30102681,02 30192681,8566442,8566442,nsw,nsw,19,19,mooroolbark,mooroolbark,2153,2153
811,trussell place,trussell place,,karlea,37.0,37.0,19240417,19240217,tiana,tiana,thorpe,thorpe,02 78182912,02 78181912,9749152,9749152,nsw,nsw,40,40,bayswater,bayswater,6064,0664
812,hallen close,hallen close,,,26.0,26.0,19910604,19916034,mikhayla,mikhayka,campbell,campbdll,02 57962344,02 57962344,1443435,1443435,qld,qld,26,26,merrimac,merrimac,4073,4073
813,tipping place,tipping place,nyarrin cottage,,35.0,35.0,19801118,19801118,hamish,hamish,rawlings,rawlings,03 58695706,03 58695706,4730440,4730404,nsw,nhq,8,8,barmera,barmera,5082,5082
814,noarlunga crescent,noarlungafrescent,,,27.0,27.0,19690331,19690331,ruby,ruby,irons,ios,07 98506695,07 98506695,7382759,7382759,nsw,nsw,5,5,mountain creek,mountain creek,6059,6059
815,staaten crescent,staaten crmscent,phoenix park stud,phoenix park stud,26.0,26.0,19330424,19330424,eliza,eliza,sveli,sveli,08 80355022,08 80355022,5404625,5404625,nsw,nsw,37,376,newcastle,newcastle,2170,5073
816,mcluckie crescent,mcluckie crescent,the gums,the gums,26.0,26.0,19681010,19681010,cambell,cambell,brooker,brooker,08 56148372,08 56198372,6217264,6217264,,,74,5,murray bridge,murray rbidge,2048,2048
817,,,ashmill park,,33.0,,19281112,19281112,emiily,emiiyl,pelikan,pelikant,07 90644966,07 90644966,2595469,2595469,qld,qld,333,333,auburn,auburn,4626,4626
818,roebuck street,roebuck street,bowan downs,,24.0,24.0,19331108,,finn,finn,rulfs,rulfs,07 26162854,07 26162854,3341602,3341602,qld,qld,3,0,upwey,upwey,3450,3450
819,drysdale circuit,drysdalemxircuit,,,37.0,37.0,19310228,19310218,talia,talia,nguyen,nguyen,07 22348413,07 22348413,7910834,7910834,vic,vic,58,58,tennant creek,tennant creek,3435,3439
820,scrivener street,scrivener street,,,24.0,24.0,19930727,,jordyn,jordny,binkowski,binkowski,04 41774436,04 41747436,5444640,5444640,wa,wa,15,15,roselands,roselands,7325,7395
821,cerutty crescent,cerutty crescent,kincumber nautical vlge,,8.0,8.0,19570930,19759030,jory,jory,blake,blake,07 58088824,07 58088824,6893660,6893660,,,31,31,woodcroft,woodcroft,5558,5558
822,ross smith crescent,ross smith crescent,,,26.0,26.0,19120312,19161225,aiden,aiqen,mason,mason,08 59727663,08 59727663,7622287,7622287,nsw,nsw,8,2,penguin,penguin,3802,3802
823,serpentine street,serpentine street,,,35.0,35.0,19450507,19459507,matisse,matixse,dixon,dixon,04 31644930,04 31644930,4783694,4783694,,,55,58,jerrabomberra,jerrabomberra,4165,4165
824,hansen circuit,hansen circuit,nanto,,30.0,30.0,19790224,19790224,rachel,rachel,matthews,matthews,03 37054981,03 37054981,2420230,8072728,vic,ivc,3,3,glengowrie,glengowrie,6017,6017
825,cambridge street,cambridge street,,,30.0,30.0,19980501,19960501,mark,mafk,hand,hand,08 31891548,08 31861548,5941578,5941578,nsw,nsw,18,18,spring hill,springuhill,,
826,torrens street,torrenshdtreet,,,32.0,32.0,,,christian,christian,leung,leuxng,02 19001921,02 19001921,3038578,3038578,act,act,4,4,highton,,2134,2134
827,michell street,michell steet,,,36.0,36.0,19690311,19690311,,,miles,imls,07 35128202,07 35128202,7669410,7669410,qld,qld,4,4,ingleside,ingleside,2020,2022
828,cockle street,cockleastreet,,,41.0,41.0,19590702,19590702,luke,d.,de smeth,luek,08 05769079,08 05769079,7492604,7492604,wa,wa,109,109,wanniassa,wanniassa,6023,6023
829,alura place,alura place,fairlight,,26.0,,19780414,19780414,imogen,imogen,ryan,rdyan,03 18588241,03 18588241,6469728,6469728,nsw,nsw,46,46,hoppers crossing,hoppers crossing,2756,2756
830,henty street,henty street,myalpa,,,,19800516,19800516,william,willkam,coumans,coumans,07 85849675,07 85849675,8888270,8888227,qld,qld,128,128,giralang,giralang,3812,3812
831,falkiner place,falkiner place,uloola,uloola,,,19491130,19491130,joshua,joshua,bentham,benthham,07 62839673,07 62839673,7002639,7002639,nsw,nsw,1,1,ngunnawal,ngunnawal,2195,2195
832,thurgood court,thurgood court,pioneer lodge,pioneer lodge,24.0,36.0,19570121,19570121,brandon,brandon,mezhvinsky,mezhvyinsky,04 26746349,04 26746349,9091851,9091861,vic,vic,88,88,forth,forth,2346,2346
833,schlich street,schlich street,rivonia,rivonia,25.0,25.0,19341206,19432106,ruby,r.,librandi,librandi,07 01420022,02 90518010,5074552,5074552,sa,sa,19,19,wattle flat,wattle flat,5076,5076
834,welch place,welch place,,,,,19720822,19720822,connor,connor,neville,neville,03 53027037,03 53071037,1428310,1428310,vic,vic,19,15,mowbray heights,mowbray heights,3672,3672
835,holden crescent,holden crgscent,,,30.0,30.0,19920119,19902119,april,april,,,02 20244236,02 20244236,7362335,7362335,,,473,473,oyster bay,oysteray,2560,2560
836,clive steele avenue,clive steqle avenue,,,,,19820718,19820718,lauren,lauresn,reid,reid,03 54864273,03 54864273,7191550,7191550,nsw,ns,3,3,clayton,clayaon,2114,2114
837,lark place,lark place,,,28.0,28.0,19860421,19860421,harry,harry,petrillo,petrillo,02 16836434,02 16836434,4730771,4703721,vic,vic,15,13,matraville,matraville,2256,2256
838,darling street,darling street,eldwick,eldwick,28.0,28.0,19030218,19030318,alexandra,alessafdria,coulls,coulls,04 54779082,04 54779082,6912122,6912132,nsw,nsw,21,21,huntfield heights,huntfield heights,3555,3555
839,gardiner street,gardiner street,,,35.0,35.0,19210820,19210820,grace,g.,van der linde,van der linde,08 66427909,08 66427909,2001714,2001714,nsw,nsw,54,20,mcmahons point,mcmahons point,0810,0810
840,keenan street,street keenan,mystra,,8.0,8.0,,,jaiden,jaien,coulson,coulson,03 46992966,03 46992966,3028382,3028382,act,act,14,14,berala,berala,4551,4541
841,rowe place,rowe place,,,36.0,36.0,,,kelsye,kelsye,heron,heryon,08 61604109,08 61654109,3985101,3985101,vic,vic,25,25,frankston,frankston,3172,3172
842,mccormack street,mccormack street,rooganore,,23.0,22.0,,,blake,blake,shepherd,shepherd,03 35746674,03 35746674,3226084,3226084,nsw,nsw,221,831,mount pleasant,mount pleasant,2761,2761
843,summerville crescent,summerville crescent,,,30.0,30.0,19551022,19551022,lachlan,lachlan,goldsworthy,green,07 33980402,07 33980402,9046758,9046758,nsw,nsw,17,17,surry hills,surry hills,3156,3156
844,pennington crescent,pennington zcrescent,,,28.0,28.0,19930611,19930611,deakin,deaiib,van hees,van hbees,04 14705340,04 14705340,1823321,1823321,qld,qld,29,29,dalby,dalby,4556,4556
845,pocket avenue,pocket avenue,eureka,eureka,26.0,10.0,,,annabelle,annabelle,broxam,broxao,04 30056680,04 30056680,3585923,3565293,nsw,nsw,12,12,deepwater,deepwater,5211,5211
846,kemsley place,kemslby ylace,,,,,19200321,19200321,matilda,m.,widdowson,widdowdon,04 48815212,04 48815212,2433936,2433936,act,act,53,53,taringa,taringa,3805,3805
847,mckenzie street,mckenzie street,,,24.0,24.0,19140515,19140515,zac,zac,mcveigh,mcvwfhg,08 94482941,08 94482941,5162436,5162436,tas,tas,7,7,dora creek,dora creek,2207,2270
848,day place,day place,,,30.0,30.0,19320924,19329025,seanna,seajna,carmody,carmody,02 54504994,02 54504994,5054645,5054645,,,246,248,kellyville,kellyville,6059,6059
849,krichauff street,krichauff street,,,30.0,30.0,19230408,19230408,ruby,ruby,ovens,ovens,07 37594736,07 37594736,1588212,1588212,nsw,nsw,6,3,eastwood,eastwoood,4500,4510
850,glasgow street,glasgow street,yulunga,yulunga,,31.0,,,alia,aliz,felmingham,felmingham,07 41620191,07 41602191,3670841,3607841,nsw,nsw,36,36,jindalee,jindalee,4380,4380
851,noala street,noala street,,,30.0,30.0,19560606,19560606,montana,montanna,shadbolt,shadubokt,04 32128088,04 32128088,6908608,6908608,nsw,nsw,119,119,ringwood east,ringwoodeast,4128,4128
852,annan close,annan lcose,forest placeretire,forest placeretire,,,19370127,,alexander,alexaner,monteleone,montelelne,04 56785935,04 56785935,7511571,7511571,vic,vic,18,18,prospect,prospect,2611,2611
853,goodchild street,goodchild street,,,9.0,9.0,19830813,19830893,trevor,tremor,hingston,hingston,07 16594507,07 16594507,6828449,6824848,nsw,nsw,1,1,lalor park,lalor park,2233,2233
854,groom street,groom syreet,kittani,kittani,,,19720302,,jordan,jordan,douthwaite,douthwaite,03 36116802,03 36116802,2778865,2778865,qld,qld,85,88,vale park,vale park,2519,2519
855,namatjira drive,namatjira drive,,,37.0,37.0,19670904,19670904,kydan,kydan,millar,millar,08 30206945,07 37791793,9733208,9733208,sa,sa,66,66,mansfield,mansfc eld,2064,2046
856,ranken place,ranken place,,,28.0,,19611006,19611806,alex,alex,rivers,rivedrs,08 29725609,08 29725609,8200700,8200700,wa,wa,9,9,roleystone,roleystone,7004,7004
857,lambrigg street,lambrigg street,mt moornambool,,35.0,35.0,19141109,19143109,connor,conno,reid,reid,04 49201813,04 49201813,5361378,5361378,nsw,nsw,21,2,bayswater,bayswater,4213,4213
858,spiers place,spiers place,eureka,eureka,26.0,26.0,19031029,19030129,sophie,mikayla,hand,hand,02 44212914,02 44212914,6219455,6219455,qld,qkd,17,17,myrtleford,myrtleford,4221,4221
859,gorrie close,gorrie close,,,32.0,32.0,19960623,,christian,christian,pojsl,pojaxl,08 82428388,08 82428388,2600168,2600268,sa,sa,5,5,ellen grove,ellen grove,4519,4519
860,coghlan street,crozier vircuit,plantation caravn park,,25.0,25.0,19220628,19220628,rachel,rachel,valles,valles,08 15585460,08 15586460,1314570,1314570,sa,sa,16,16,caroline springs,caroline springs,5052,5052
861,penton place,penton place,,,13.0,13.0,19470624,,hannah,hannah,mccarthy,mccarthy,02 52634588,02 52634588,8273611,8273611,vic,vic,216,216,charlestown,charlestown,2027,2207
862,acraman place,acraman place,eldamead,cambri vlge,33.0,73.0,19160420,19160420,daniel,daniel,webb,webb,02 20304482,02 20304482,9446587,9446587,qld,qld,20,05,port augusta,port augusta,3081,3081
863,terewah circuit,terewagcircuit,ivory lodge,ivory lodge,,,19511209,19511209,danielle,danielle,shadbolt,shadbolt,08 12388375,08 12388375,5441873,5441873,vic,vic,15,1,wetherill park,wetherill park,2710,2710
864,balfour crescent,balfour ocrescent,lypiatt,lypiatt,11.0,11.0,19880730,19880730,bailey,baoly,grossman,grossman,04 54489533,04 54489533,9803826,9803826,,,49,49,devonport,devonport,2228,2228
865,mackerras crescent,mackerras crescent,springdale,springdale,,,19721023,19721023,leon,leon,shack,shack,08 63997532,08 63997532,9709295,9789925,vic,vic,78,78,hawthorn,hawthorn,2425,2442
866,mayo street,mayo srreet,,,28.0,28.0,19191107,19191107,millie,milloe,menzies,menzies,02 25906592,02 25906592,7196231,7672163,vic,vic,201,201,jindalee,jindalee,3177,3177
867,oira place,oira place,glenairne,,,,19601229,19601229,thomas,thomas,quilliam,quilgiam,04 18932788,04 18932788,4222621,4222612,nsw,nsw,25,25,croydon north,croydo n north,5092,5092
868,waldock street,waldock street,,,22.0,22.0,19090330,19090430,erin,e.,goode,goode,03 74426886,03 74426886,6853289,6853829,tas,tss,15,15,goovigen,goovtigen,4868,4868
869,enderby street,enderbysstreet,,,11.0,23.0,19630119,19630119,reegan,reegan,beattie,beattie,02 20221788,02 20221788,5252276,5252276,vic,nsw,158,158,park orchards,park orcards,2487,2487
870,feathertop street,feathertop street,kurrajong,kurrajong,38.0,38.0,19800413,19804013,george,geore,teague,tfeague,02 21848399,02 21848399,5363160,5363160,vic,vic,24,24,brunswick west,brunswick west,4359,4359
871,snodgrass crescent,snodgrass crescent,,,,,19090704,19090704,phoenix,phoenix,vangelov,vangeloqv,02 81688424,02 81088424,9084425,9084425,qld,qld,45,4,boondall,boondall,2176,2176
872,owen crescent,owen crezcent,,,22.0,22.0,19590923,19590923,,,mchenry,mchenry,07 41963832,07 41963832,1312897,1312987,nsw,nsw,101,101,hawthorn,hawthon,4000,4000
873,gurr street,gurr street,,,29.0,29.0,19530105,19530105,rebecca,rebecca,pascoe,pascoe,07 52440424,07 52440424,6417844,6417844,wa,,7,7,safety bay,safety bay,4051,4053
874,dunstan street,dunstan street,pals-newydd,pals-newydd,,,19850308,19850308,isaac,isaj,paterson,patedon,07 94065095,07 94065095,9360888,9360888,wa,wa,16,16,warburton,warburton,2170,2170
875,boswell crescent,boswell crescent,brentwood vlge,brentwood vlge,40.0,40.0,19440519,19440159,tristan,tristan,durbridge,durbidge,03 23803177,03 23803177,3728915,3728915,tas,tas,5,,dulguigan,dulgu igan,2167,2167
876,little place,little place,,,29.0,29.0,19120622,19120622,james,jmaes,clarke,clarkq,04 24743963,04 24743963,3337254,3337254,,,8,8,whitebridge,whitebjuridge,6164,6164
877,warrumbul street,,original,,34.0,34.0,19630901,19630901,brodie,brodke,boulter,boultr,08 48107239,08 48107239,3490057,3490057,nsw,nsw,1,1,marsden,marsden,2830,2830
878,northbourne avenue,northbourne avenue,,,,,19780630,19780630,oliver,ollie,ewald,ewalf,04 86481831,04 86481831,6019861,6019861,qld,qld,27,27,ballarat,ballarat,4700,4700
879,nelumbo street,nelumbo street,masonic retirement village,,,,19311103,19311103,pino,pino,rawlings,rawlkdgs,08 63648358,08 63648358,1613164,1613164,nsw,,30,30,kangarilla,kangarilla,2453,2453
880,menkens court,menkens court,the meadows,the meadows,31.0,31.0,19380125,19380125,ruby,rub,mollross,mollross,04 18240179,08 29180525,1897938,1897938,vic,vic,13,13,beaumaris,beaumsis,2460,2460
881,jardine street,jardine street,lansdowne,,30.0,30.0,19260817,19260817,konstantinos,konstaninos,green,grzden,07 86121271,07 86121271,5257688,5257688,sa,sa,9,9,denmark,denmark,2518,2518
882,rose scott circuit,rose scott circuit,,,28.0,28.0,19790902,19791602,kiana,s.,stubbs,kiana,07 32658855,07 32658855,7590327,7590327,vic,vic,6,6,st agnes,st agnes,2576,2576
883,mundang crescent,mundang crescent,rocklands,rocklands,9.0,,19400423,19400423,talia,talia,siggins,siggjs,03 74831244,03 74831244,5146879,5146879,nsw,nsw,49,49,prairie,prairie,2203,2023
884,beaurepaire crescent,beaurepaire crescent,,,26.0,32.0,19220513,19225813,michael,michael,white,white,03 09148276,03 09148276,5391019,5391019,nt,nt,6,6,bonny hills,bonny hills,4518,4518
885,gow street,gow street,,,,,19100818,19100878,nikki,nikkk,george,george,03 45572123,03 45962123,5081736,5081736,vic,vic,9,9,o'connor,o'connor,2121,2121
886,tyson street,tyson street,,,24.0,23.0,19460708,19460708,shane,shane,richmond,richmojd,03 73185650,03 73184650,6784668,6784668,nsw,nsw,66,66,urangan,urangan,0830,0830
887,magrath crescent,magrath crescent,red house,red houseu,39.0,39.0,19720318,19723018,georgia,georgia,white,white,04 82481882,04 82481882,1833072,1833072,nsw,nsw,4,4,logan central,logan cegntral,2168,2186
888,needham place,needhsm place,aminya vlge,aminya vlge,,,19890919,19890919,liam,luam,procter,procter,02 91189231,02 91189231,5385175,5386075,qld,qld,41,41,brighton,brighton,5019,5019
889,mckillop circuit,mckillop circuit,,,34.0,34.0,19171208,19171208,bridget,b.,badman,badan,07 58080234,07 58080234,3997869,3997869,nsw,nsw,31,35,padstow,padstow,3825,3825
890,cadell street,cadell stret,,,24.0,24.0,19200721,19200731,caitlin,caitlin,george,geoege,03 79756909,03 79756909,8326357,8326357,nsw,nsw,76,76,berowra heights,berowra hdights,6064,6064
891,hargraves crescent,hargraves crescent,hundred wokurna,hundred wokurna,29.0,29.0,19201017,19201017,jesse,jesse,wilkins,wilkihns,02 78174560,02 78174560,4212134,4212143,qld,qld,115,115,frankston,frankston,6027,6027
892,everard street,everard street,,,,,19561231,19561231,ruby,rubh,ansselin,ansslin,07 64514241,07 64514241,5380155,5380315,vic,vic,20,20,yangebup,yangebup,6160,6160
893,scrivener street,scrivener street,,,28.0,28.0,19730910,19730910,chloe,chloe,miles,miles,03 70236216,03 70236216,5556027,5556027,,,23,40,moorabbin,moorabbin,4670,4670
894,gooromon ponds road,gooromon pjnds road,barossa village,barossa village,27.0,27.0,19170904,,sarah,s.,smeaton,smeaton,03 96846583,03 96852583,2617520,2617520,nsw,nsw,15,15,ravenshoe,ravenshoe,3585,3585
895,garsia street,garsia street,,,41.0,42.0,19110126,19110126,emiily,emiily,newbound,newbound,04 51417299,02 34193771,5866198,5866198,vic,viz,16,16,armidale,armidale,3156,3156
896,alexander street,alexander street,,,34.0,34.0,19220114,19220114,kane,sherriff,sherriff,ane,03 48744515,03 48744515,6397733,6397733,nsw,nsw,15,15,ivanhoe,ivamhoe,2251,2251
897,leeper place,leeper place,,,,,19220106,,mikayla,mikayla,kaegai,kaegi,04 52974736,04 52974736,4917322,4913722,vic,vic,93,93,coolbellup,coolbellup,6051,6051
898,may maxwell crescent,may maxwelk crescent,greenbank,greenbank,35.0,35.0,19400919,19400919,connor,connor,robson,robaon,07 07734323,07 07734323,6121147,6121147,qld,qlx,9,9,toowoomba,toowoomba,2228,2228
899,wybalena grove,wybalena grove,,,26.0,26.0,19510824,19510844,harrison,harrison,nelsen,nelsdtn,08 29743770,08 29743770,7102892,7102892,qld,qld,18,18,jesmond,jesmond,2307,2307
900,seymour place,seymour place,,,34.0,34.0,19650212,19650212,ellouise,ellouise,blackwell,blackwell,04 26062271,04 26062271,2766854,2766483,vic,vid,26,26,altona meadows,altona meadows,3995,3995
901,sternberg crescent,sternberg drescent,c f village,c f village,34.0,34.0,19300910,19300910,marcus,marcus,bellchambers,bellchakbers,07 74354762,07 74354762,6016305,6016305,nsw,nsqm,17,17,port macquarie,port macquarie,2194,2194
902,,,,,30.0,30.0,19181107,19181107,serena,seedna,schuster,schuster,07 09548302,07 09548302,7763312,7763312,qld,qld,5,40,kangaroo flat,kangaroo flat,6220,6220
